"","Section","Category","Example","job","jobcode"
"776","Technology","Enterprise resource planning ERP software","SAP","Auditors","13-2011.02"
"777","Technology","Enterprise system management software","IBM Power Systems software","Auditors","13-2011.02"
"778","Technology","Financial analysis software","Bi3 Financial Statement Fraud Analysis","Auditors","13-2011.02"
"779","Technology","Financial analysis software","CaseWare International IDEA SmartAnalyzer","Auditors","13-2011.02"
"780","Technology","Financial analysis software","Oracle E-Business Suite Financials","Auditors","13-2011.02"
"781","Technology","Financial analysis software","Thomson Reuters Risk Management","Auditors","13-2011.02"
"782","Technology","Graphics or photo imaging software","Microsoft Visio","Auditors","13-2011.02"
"783","Technology","Information retrieval or search software","LexisNexis","Auditors","13-2011.02"
"784","Technology","Medical software","Healthcare common procedure coding system HCPCS","Auditors","13-2011.02"
"785","Technology","Medical software","Medical condition coding software","Auditors","13-2011.02"
"786","Technology","Medical software","Medical procedure coding software","Auditors","13-2011.02"
"787","Technology","Object or component oriented development software","R","Auditors","13-2011.02"
"788","Technology","Office suite software","Corel WordPerfect Office Suite","Auditors","13-2011.02"
"789","Technology","Office suite software","Microsoft Office","Auditors","13-2011.02"
"790","Technology","Office suite software","Microsoft Works","Auditors","13-2011.02"
"791","Technology","Operating system software","UNIX","Auditors","13-2011.02"
"792","Technology","Presentation software","Google Slides","Auditors","13-2011.02"
"793","Technology","Presentation software","Microsoft PowerPoint","Auditors","13-2011.02"
"794","Technology","Project management software","Oracle Primavera Enterprise Project Portfolio Management","Auditors","13-2011.02"
"795","Technology","Spreadsheet software","Google Sheets","Auditors","13-2011.02"
"796","Technology","Spreadsheet software","Microsoft Excel","Auditors","13-2011.02"
"797","Technology","Time accounting software","WorkForce Software EmpCenter Time and Attendance","Auditors","13-2011.02"
"798","Technology","Transaction security and virus protection software","Symantec","Auditors","13-2011.02"
"799","Technology","Video creation and editing software","TechSmith Camtasia","Auditors","13-2011.02"
"800","Technology","Word processing software","Google Docs","Auditors","13-2011.02"
"801","Technology","Word processing software","Microsoft Word","Auditors","13-2011.02"
"802","Technology","Accounting software","Fund accounting software","Financial Analysts","13-2051.00"
"803","Technology","Accounting software","Intuit QuickBooks","Financial Analysts","13-2051.00"
"804","Technology","Accounting software","Sage 50 Accounting","Financial Analysts","13-2051.00"
"805","Technology","Accounting software","Tax software","Financial Analysts","13-2051.00"
"806","Technology","Analytical or scientific software","SAS","Financial Analysts","13-2051.00"
"807","Technology","Analytical or scientific software","StataCorp Stata","Financial Analysts","13-2051.00"
"808","Technology","Analytical or scientific software","The MathWorks MATLAB","Financial Analysts","13-2051.00"
"809","Technology","Analytical or scientific software","Ward Systems Group NeuralShell Predictor","Financial Analysts","13-2051.00"
"810","Technology","Business intelligence and data analysis software","IBM Cognos Impromptu","Financial Analysts","13-2051.00"
"811","Technology","Business intelligence and data analysis software","Oracle Business Intelligence Enterprise Edition","Financial Analysts","13-2051.00"
"812","Technology","Business intelligence and data analysis software","Qlik Tech QlikView","Financial Analysts","13-2051.00"
"813","Technology","Business intelligence and data analysis software","Tableau","Financial Analysts","13-2051.00"
"814","Technology","Charting software","Montgomery Investment Technology Utility XL","Financial Analysts","13-2051.00"
"815","Technology","Charting software","TickQuest NeoTicker","Financial Analysts","13-2051.00"
"816","Technology","Configuration management software","Perforce Helix software","Financial Analysts","13-2051.00"
"817","Technology","Customer relationship management CRM software","Salesforce software","Financial Analysts","13-2051.00"
"818","Technology","Data base management system software","Apache Hive","Financial Analysts","13-2051.00"
"819","Technology","Data base management system software","Apache Pig","Financial Analysts","13-2051.00"
"820","Technology","Data base management system software","Teradata Database","Financial Analysts","13-2051.00"
"821","Technology","Data base reporting software","SAP Crystal Reports","Financial Analysts","13-2051.00"
"822","Technology","Data base user interface and query software","FileMaker Pro","Financial Analysts","13-2051.00"
"823","Technology","Data base user interface and query software","IBM Lotus Approach","Financial Analysts","13-2051.00"
"824","Technology","Data base user interface and query software","Microsoft Access","Financial Analysts","13-2051.00"
"825","Technology","Data base user interface and query software","Structured query language SQL","Financial Analysts","13-2051.00"
"826","Technology","Development environment software","Microsoft Visual Basic","Financial Analysts","13-2051.00"
"827","Technology","Document management software","Microsoft Office SharePoint Server MOSS","Financial Analysts","13-2051.00"
